"timestamp","boarding","alighting","day_of_week","temperature","hour_of_day","month","weekend"
"2018-09-02 11:30:00",9,12,"Sun",87.86,11,"Sep","weekend"
"2018-09-02 11:45:00",14,20,"Sun",87.86,11,"Sep","weekend"
"2018-09-02 12:00:00",7,11,"Sun",90.17,12,"Sep","weekend"
"2018-09-02 12:15:00",18,13,"Sun",90.17,12,"Sep","weekend"
"2018-09-02 12:30:00",14,12,"Sun",90.17,12,"Sep","weekend"
"2018-09-02 12:45:00",29,30,"Sun",90.17,12,"Sep","weekend"
"2018-09-02 13:00:00",8,12,"Sun",93.74,13,"Sep","weekend"
"2018-09-02 13:15:00",9,13,"Sun",93.74,13,"Sep","weekend"
"2018-09-02 13:30:00",5,12,"Sun",93.74,13,"Sep","weekend"
"2018-09-02 13:45:00",18,24,"Sun",93.74,13,"Sep","weekend"
"2018-09-02 14:00:00",8,5,"Sun",94.75,14,"Sep","weekend"
"2018-09-02 14:15:00",28,11,"Sun",94.75,14,"Sep","weekend"
"2018-09-02 14:30:00",17,15,"Sun",94.75,14,"Sep","weekend"
"2018-09-02 14:45:00",15,16,"Sun",94.75,14,"Sep","weekend"
"2018-09-02 15:00:00",15,18,"Sun",94.88,15,"Sep","weekend"
"2018-09-02 15:15:00",13,8,"Sun",94.88,15,"Sep","weekend"
"2018-09-02 15:30:00",19,12,"Sun",94.88,15,"Sep","weekend"
"2018-09-02 15:45:00",12,18,"Sun",94.88,15,"Sep","weekend"
"2018-09-02 16:00:00",19,20,"Sun",92.8,16,"Sep","weekend"
"2018-09-02 16:15:00",23,27,"Sun",92.8,16,"Sep","weekend"
"2018-09-02 16:30:00",9,11,"Sun",92.8,16,"Sep","weekend"
"2018-09-02 16:45:00",17,19,"Sun",92.8,16,"Sep","weekend"
"2018-09-02 17:00:00",15,14,"Sun",90.83,17,"Sep","weekend"
"2018-09-02 17:15:00",20,17,"Sun",90.83,17,"Sep","weekend"
"2018-09-02 17:30:00",11,25,"Sun",90.83,17,"Sep","weekend"
"2018-09-02 17:45:00",10,8,"Sun",90.83,17,"Sep","weekend"
"2018-09-02 18:00:00",16,6,"Sun",89.28,18,"Sep","weekend"
"2018-09-02 18:15:00",12,15,"Sun",89.28,18,"Sep","weekend"
"2018-09-02 18:30:00",10,22,"Sun",89.28,18,"Sep","weekend"
"2018-09-02 18:45:00",19,11,"Sun",89.28,18,"Sep","weekend"
"2018-09-02 19:00:00",27,7,"Sun",87.96,19,"Sep","weekend"
"2018-09-02 19:15:00",19,12,"Sun",87.96,19,"Sep","weekend"
"2018-09-02 19:30:00",10,27,"Sun",87.96,19,"Sep","weekend"
"2018-09-02 19:45:00",6,12,"Sun",87.96,19,"Sep","weekend"
"2018-09-02 20:00:00",8,2,"Sun",85.25,20,"Sep","weekend"
"2018-09-02 20:15:00",13,5,"Sun",85.25,20,"Sep","weekend"
"2018-09-02 20:30:00",0,5,"Sun",85.25,20,"Sep","weekend"
"2018-09-02 20:45:00",16,10,"Sun",85.25,20,"Sep","weekend"
"2018-09-02 21:00:00",4,7,"Sun",83.49,21,"Sep","weekend"
"2018-09-02 21:15:00",19,4,"Sun",83.49,21,"Sep","weekend"
"2018-09-02 21:30:00",6,9,"Sun",83.49,21,"Sep","weekend"
"2018-09-02 21:45:00",9,9,"Sun",83.49,21,"Sep","weekend"
"2018-09-03 06:00:00",0,0,"Mon",76.41,6,"Sep","weekday"
"2018-09-03 06:15:00",2,3,"Mon",76.41,6,"Sep","weekday"
"2018-09-03 06:30:00",3,2,"Mon",76.41,6,"Sep","weekday"
"2018-09-03 06:45:00",2,6,"Mon",76.41,6,"Sep","weekday"
"2018-09-03 07:00:00",3,3,"Mon",76.55,7,"Sep","weekday"
"2018-09-03 07:15:00",4,0,"Mon",76.55,7,"Sep","weekday"
"2018-09-03 07:30:00",1,5,"Mon",76.55,7,"Sep","weekday"
"2018-09-03 07:45:00",4,5,"Mon",76.55,7,"Sep","weekday"
"2018-09-03 08:00:00",5,2,"Mon",77.53,8,"Sep","weekday"
"2018-09-03 08:15:00",3,6,"Mon",77.53,8,"Sep","weekday"
"2018-09-03 08:30:00",3,6,"Mon",77.53,8,"Sep","weekday"
"2018-09-03 08:45:00",4,22,"Mon",77.53,8,"Sep","weekday"
"2018-09-03 09:00:00",5,10,"Mon",79.06,9,"Sep","weekday"
"2018-09-03 09:15:00",3,12,"Mon",79.06,9,"Sep","weekday"
"2018-09-03 09:30:00",5,9,"Mon",79.06,9,"Sep","weekday"
"2018-09-03 09:45:00",16,20,"Mon",79.06,9,"Sep","weekday"
"2018-09-03 10:00:00",5,7,"Mon",81.65,10,"Sep","weekday"
"2018-09-03 10:15:00",8,17,"Mon",81.65,10,"Sep","weekday"
"2018-09-03 10:30:00",8,16,"Mon",81.65,10,"Sep","weekday"
"2018-09-03 10:45:00",11,22,"Mon",81.65,10,"Sep","weekday"
"2018-09-03 11:00:00",2,9,"Mon",84.86,11,"Sep","weekday"
"2018-09-03 11:15:00",8,17,"Mon",84.86,11,"Sep","weekday"
"2018-09-03 11:30:00",10,6,"Mon",84.86,11,"Sep","weekday"
"2018-09-03 11:45:00",13,21,"Mon",84.86,11,"Sep","weekday"
"2018-09-03 12:00:00",4,12,"Mon",88.06,12,"Sep","weekday"
"2018-09-03 12:15:00",15,17,"Mon",88.06,12,"Sep","weekday"
"2018-09-03 12:30:00",16,21,"Mon",88.06,12,"Sep","weekday"
"2018-09-03 12:45:00",21,11,"Mon",88.06,12,"Sep","weekday"
"2018-09-03 13:00:00",16,18,"Mon",89.97,13,"Sep","weekday"
"2018-09-03 13:15:00",18,16,"Mon",89.97,13,"Sep","weekday"
"2018-09-03 13:30:00",15,16,"Mon",89.97,13,"Sep","weekday"
"2018-09-03 13:45:00",28,25,"Mon",89.97,13,"Sep","weekday"
"2018-09-03 14:00:00",12,15,"Mon",91.08,14,"Sep","weekday"
"2018-09-03 14:15:00",14,25,"Mon",91.08,14,"Sep","weekday"
"2018-09-03 14:30:00",16,8,"Mon",91.08,14,"Sep","weekday"
"2018-09-03 14:45:00",14,13,"Mon",91.08,14,"Sep","weekday"
"2018-09-03 15:00:00",11,20,"Mon",84.91,15,"Sep","weekday"
"2018-09-03 15:15:00",22,16,"Mon",84.91,15,"Sep","weekday"
"2018-09-03 15:30:00",17,0,"Mon",84.91,15,"Sep","weekday"
"2018-09-03 15:45:00",23,7,"Mon",84.91,15,"Sep","weekday"
"2018-09-03 16:00:00",25,13,"Mon",85.43,16,"Sep","weekday"
"2018-09-03 16:15:00",6,8,"Mon",85.43,16,"Sep","weekday"
"2018-09-03 16:30:00",38,21,"Mon",85.43,16,"Sep","weekday"
"2018-09-03 16:45:00",16,25,"Mon",85.43,16,"Sep","weekday"
"2018-09-03 17:00:00",15,5,"Mon",80.95,17,"Sep","weekday"
"2018-09-03 17:15:00",19,19,"Mon",80.95,17,"Sep","weekday"
"2018-09-03 17:30:00",10,13,"Mon",80.95,17,"Sep","weekday"
"2018-09-03 17:45:00",33,20,"Mon",80.95,17,"Sep","weekday"
"2018-09-03 18:00:00",12,4,"Mon",79.09,18,"Sep","weekday"
"2018-09-03 18:15:00",35,22,"Mon",79.09,18,"Sep","weekday"
"2018-09-03 18:30:00",28,7,"Mon",79.09,18,"Sep","weekday"
"2018-09-03 18:45:00",16,16,"Mon",79.09,18,"Sep","weekday"
"2018-09-03 19:00:00",15,12,"Mon",77.7,19,"Sep","weekday"
"2018-09-03 19:15:00",7,12,"Mon",77.7,19,"Sep","weekday"
"2018-09-03 19:30:00",15,20,"Mon",77.7,19,"Sep","weekday"
"2018-09-03 19:45:00",12,6,"Mon",77.7,19,"Sep","weekday"
"2018-09-03 20:00:00",30,11,"Mon",76.35,20,"Sep","weekday"
"2018-09-03 20:15:00",12,8,"Mon",76.35,20,"Sep","weekday"
"2018-09-03 20:30:00",9,6,"Mon",76.35,20,"Sep","weekday"
"2018-09-03 20:45:00",13,16,"Mon",76.35,20,"Sep","weekday"
"2018-09-03 21:00:00",4,3,"Mon",76.6,21,"Sep","weekday"
"2018-09-03 21:15:00",12,6,"Mon",76.6,21,"Sep","weekday"
"2018-09-03 21:30:00",2,3,"Mon",76.6,21,"Sep","weekday"
"2018-09-03 21:45:00",12,10,"Mon",76.6,21,"Sep","weekday"
"2018-09-04 06:00:00",2,18,"Tue",76.16,6,"Sep","weekday"
"2018-09-04 06:15:00",4,15,"Tue",76.16,6,"Sep","weekday"
"2018-09-04 06:30:00",7,27,"Tue",76.16,6,"Sep","weekday"
"2018-09-04 06:45:00",7,33,"Tue",76.16,6,"Sep","weekday"
"2018-09-04 07:00:00",4,29,"Tue",76.26,7,"Sep","weekday"
"2018-09-04 07:15:00",10,109,"Tue",76.26,7,"Sep","weekday"
"2018-09-04 07:30:00",13,74,"Tue",76.26,7,"Sep","weekday"
"2018-09-04 07:45:00",32,217,"Tue",76.26,7,"Sep","weekday"
"2018-09-04 08:00:00",20,154,"Tue",76.43,8,"Sep","weekday"
"2018-09-04 08:15:00",37,109,"Tue",76.43,8,"Sep","weekday"
"2018-09-04 08:30:00",26,250,"Tue",76.43,8,"Sep","weekday"
"2018-09-04 08:45:00",28,165,"Tue",76.43,8,"Sep","weekday"
"2018-09-04 09:00:00",38,161,"Tue",77.09,9,"Sep","weekday"
"2018-09-04 09:15:00",58,177,"Tue",77.09,9,"Sep","weekday"
"2018-09-04 09:30:00",35,191,"Tue",77.09,9,"Sep","weekday"
"2018-09-04 09:45:00",26,129,"Tue",77.09,9,"Sep","weekday"
"2018-09-04 10:00:00",36,137,"Tue",78.05,10,"Sep","weekday"
"2018-09-04 10:15:00",42,92,"Tue",78.05,10,"Sep","weekday"
"2018-09-04 10:30:00",47,193,"Tue",78.05,10,"Sep","weekday"
"2018-09-04 10:45:00",108,177,"Tue",78.05,10,"Sep","weekday"
"2018-09-04 11:00:00",87,117,"Tue",78.02,11,"Sep","weekday"
"2018-09-04 11:15:00",38,97,"Tue",78.02,11,"Sep","weekday"
"2018-09-04 11:30:00",50,75,"Tue",78.02,11,"Sep","weekday"
"2018-09-04 11:45:00",34,78,"Tue",78.02,11,"Sep","weekday"
"2018-09-04 12:00:00",74,129,"Tue",81.17,12,"Sep","weekday"
"2018-09-04 12:15:00",135,98,"Tue",81.17,12,"Sep","weekday"
"2018-09-04 12:30:00",121,69,"Tue",81.17,12,"Sep","weekday"
"2018-09-04 12:45:00",68,52,"Tue",81.17,12,"Sep","weekday"
"2018-09-04 13:00:00",61,58,"Tue",85.32,13,"Sep","weekday"
"2018-09-04 13:15:00",63,74,"Tue",85.32,13,"Sep","weekday"
"2018-09-04 13:30:00",97,99,"Tue",85.32,13,"Sep","weekday"
"2018-09-04 13:45:00",111,90,"Tue",85.32,13,"Sep","weekday"
"2018-09-04 14:00:00",102,49,"Tue",87.71,14,"Sep","weekday"
"2018-09-04 14:15:00",109,44,"Tue",87.71,14,"Sep","weekday"
"2018-09-04 14:30:00",99,45,"Tue",87.71,14,"Sep","weekday"
"2018-09-04 14:45:00",95,83,"Tue",87.71,14,"Sep","weekday"
"2018-09-04 15:00:00",76,48,"Tue",89.4,15,"Sep","weekday"
"2018-09-04 15:15:00",146,57,"Tue",89.4,15,"Sep","weekday"
"2018-09-04 15:30:00",159,76,"Tue",89.4,15,"Sep","weekday"
"2018-09-04 15:45:00",169,48,"Tue",89.4,15,"Sep","weekday"
"2018-09-04 16:00:00",90,26,"Tue",89.41,16,"Sep","weekday"
"2018-09-04 16:15:00",135,45,"Tue",89.41,16,"Sep","weekday"
"2018-09-04 16:30:00",166,42,"Tue",89.41,16,"Sep","weekday"
"2018-09-04 16:45:00",162,45,"Tue",89.41,16,"Sep","weekday"
"2018-09-04 17:00:00",44,26,"Tue",88.05,17,"Sep","weekday"
"2018-09-04 17:15:00",202,63,"Tue",88.05,17,"Sep","weekday"
"2018-09-04 17:30:00",182,45,"Tue",88.05,17,"Sep","weekday"
"2018-09-04 17:45:00",91,34,"Tue",88.05,17,"Sep","weekday"
"2018-09-04 18:00:00",179,48,"Tue",83.58,18,"Sep","weekday"
"2018-09-04 18:15:00",94,30,"Tue",83.58,18,"Sep","weekday"
"2018-09-04 18:30:00",83,18,"Tue",83.58,18,"Sep","weekday"
"2018-09-04 18:45:00",89,41,"Tue",83.58,18,"Sep","weekday"
"2018-09-04 19:00:00",112,15,"Tue",82.31,19,"Sep","weekday"
"2018-09-04 19:15:00",62,22,"Tue",82.31,19,"Sep","weekday"
"2018-09-04 19:30:00",104,23,"Tue",82.31,19,"Sep","weekday"
"2018-09-04 19:45:00",111,16,"Tue",82.31,19,"Sep","weekday"
"2018-09-04 20:00:00",83,15,"Tue",80.93,20,"Sep","weekday"
"2018-09-04 20:15:00",91,10,"Tue",80.93,20,"Sep","weekday"
"2018-09-04 20:30:00",70,10,"Tue",80.93,20,"Sep","weekday"
"2018-09-04 20:45:00",59,12,"Tue",80.93,20,"Sep","weekday"
"2018-09-04 21:00:00",36,9,"Tue",79.28,21,"Sep","weekday"
"2018-09-04 21:15:00",60,15,"Tue",79.28,21,"Sep","weekday"
"2018-09-04 21:30:00",60,7,"Tue",79.28,21,"Sep","weekday"
"2018-09-04 21:45:00",44,15,"Tue",79.28,21,"Sep","weekday"
"2018-09-05 06:00:00",2,8,"Wed",75.58,6,"Sep","weekday"
"2018-09-05 06:15:00",10,18,"Wed",75.58,6,"Sep","weekday"
"2018-09-05 06:30:00",3,10,"Wed",75.58,6,"Sep","weekday"
"2018-09-05 06:45:00",7,24,"Wed",75.58,6,"Sep","weekday"
"2018-09-05 07:00:00",3,39,"Wed",75.87,7,"Sep","weekday"
"2018-09-05 07:15:00",13,72,"Wed",75.87,7,"Sep","weekday"
"2018-09-05 07:30:00",21,146,"Wed",75.87,7,"Sep","weekday"
"2018-09-05 07:45:00",28,198,"Wed",75.87,7,"Sep","weekday"
"2018-09-05 08:00:00",12,108,"Wed",76.62,8,"Sep","weekday"
"2018-09-05 08:15:00",24,126,"Wed",76.62,8,"Sep","weekday"
"2018-09-05 08:30:00",26,199,"Wed",76.62,8,"Sep","weekday"
"2018-09-05 08:45:00",22,224,"Wed",76.62,8,"Sep","weekday"
"2018-09-05 09:00:00",15,158,"Wed",77.57,9,"Sep","weekday"
"2018-09-05 09:15:00",37,159,"Wed",77.57,9,"Sep","weekday"
"2018-09-05 09:30:00",37,123,"Wed",77.57,9,"Sep","weekday"
"2018-09-05 09:45:00",44,252,"Wed",77.57,9,"Sep","weekday"
"2018-09-05 10:00:00",46,156,"Wed",79.62,10,"Sep","weekday"
"2018-09-05 10:15:00",36,118,"Wed",79.62,10,"Sep","weekday"
"2018-09-05 10:30:00",40,144,"Wed",79.62,10,"Sep","weekday"
"2018-09-05 10:45:00",40,142,"Wed",79.62,10,"Sep","weekday"
"2018-09-05 11:00:00",97,83,"Wed",82.27,11,"Sep","weekday"
"2018-09-05 11:15:00",54,102,"Wed",82.27,11,"Sep","weekday"
"2018-09-05 11:30:00",45,98,"Wed",82.27,11,"Sep","weekday"
"2018-09-05 11:45:00",100,95,"Wed",82.27,11,"Sep","weekday"
"2018-09-05 12:00:00",117,68,"Wed",86.42,12,"Sep","weekday"
"2018-09-05 12:15:00",64,55,"Wed",86.42,12,"Sep","weekday"
"2018-09-05 12:30:00",85,77,"Wed",86.42,12,"Sep","weekday"
"2018-09-05 12:45:00",72,98,"Wed",86.42,12,"Sep","weekday"
"2018-09-05 13:00:00",122,65,"Wed",88.31,13,"Sep","weekday"
"2018-09-05 13:15:00",54,68,"Wed",88.31,13,"Sep","weekday"
"2018-09-05 13:30:00",71,75,"Wed",88.31,13,"Sep","weekday"
"2018-09-05 13:45:00",100,73,"Wed",88.31,13,"Sep","weekday"
"2018-09-05 14:00:00",192,81,"Wed",89.7,14,"Sep","weekday"
"2018-09-05 14:15:00",82,32,"Wed",89.7,14,"Sep","weekday"
"2018-09-05 14:30:00",102,73,"Wed",89.7,14,"Sep","weekday"
"2018-09-05 14:45:00",119,50,"Wed",89.7,14,"Sep","weekday"
"2018-09-05 15:00:00",191,54,"Wed",91.49,15,"Sep","weekday"
"2018-09-05 15:15:00",117,39,"Wed",91.49,15,"Sep","weekday"
"2018-09-05 15:30:00",114,49,"Wed",91.49,15,"Sep","weekday"
"2018-09-05 15:45:00",95,57,"Wed",91.49,15,"Sep","weekday"
"2018-09-05 16:00:00",122,25,"Wed",92.59,16,"Sep","weekday"
"2018-09-05 16:15:00",207,50,"Wed",92.59,16,"Sep","weekday"
"2018-09-05 16:30:00",165,55,"Wed",92.59,16,"Sep","weekday"
"2018-09-05 16:45:00",123,45,"Wed",92.59,16,"Sep","weekday"
"2018-09-05 17:00:00",132,37,"Wed",91.99,17,"Sep","weekday"
"2018-09-05 17:15:00",142,59,"Wed",91.99,17,"Sep","weekday"
"2018-09-05 17:30:00",119,57,"Wed",91.99,17,"Sep","weekday"
"2018-09-05 17:45:00",155,44,"Wed",91.99,17,"Sep","weekday"
"2018-09-05 18:00:00",176,37,"Wed",89.83,18,"Sep","weekday"
"2018-09-05 18:15:00",69,18,"Wed",89.83,18,"Sep","weekday"
"2018-09-05 18:30:00",131,32,"Wed",89.83,18,"Sep","weekday"
"2018-09-05 18:45:00",149,39,"Wed",89.83,18,"Sep","weekday"
"2018-09-05 19:00:00",127,19,"Wed",81.17,19,"Sep","weekday"
"2018-09-05 19:15:00",65,13,"Wed",81.17,19,"Sep","weekday"
"2018-09-05 19:30:00",93,18,"Wed",81.17,19,"Sep","weekday"
"2018-09-05 19:45:00",77,23,"Wed",81.17,19,"Sep","weekday"
"2018-09-05 20:00:00",76,18,"Wed",79.8,20,"Sep","weekday"
"2018-09-05 20:15:00",65,21,"Wed",79.8,20,"Sep","weekday"
"2018-09-05 20:30:00",45,12,"Wed",79.8,20,"Sep","weekday"
"2018-09-05 20:45:00",52,50,"Wed",79.8,20,"Sep","weekday"
"2018-09-05 21:00:00",63,10,"Wed",79.03,21,"Sep","weekday"
"2018-09-05 21:15:00",57,14,"Wed",79.03,21,"Sep","weekday"
"2018-09-05 21:30:00",14,4,"Wed",79.03,21,"Sep","weekday"
"2018-09-05 21:45:00",33,11,"Wed",79.03,21,"Sep","weekday"
"2018-09-06 06:00:00",4,8,"Thu",75.72,6,"Sep","weekday"
"2018-09-06 06:15:00",10,16,"Thu",75.72,6,"Sep","weekday"
"2018-09-06 06:30:00",5,17,"Thu",75.72,6,"Sep","weekday"
"2018-09-06 06:45:00",5,26,"Thu",75.72,6,"Sep","weekday"
"2018-09-06 07:00:00",5,40,"Thu",75.01,7,"Sep","weekday"
"2018-09-06 07:15:00",3,88,"Thu",75.01,7,"Sep","weekday"
"2018-09-06 07:30:00",23,164,"Thu",75.01,7,"Sep","weekday"
"2018-09-06 07:45:00",35,180,"Thu",75.01,7,"Sep","weekday"
"2018-09-06 08:00:00",19,114,"Thu",75.74,8,"Sep","weekday"
"2018-09-06 08:15:00",20,118,"Thu",75.74,8,"Sep","weekday"
"2018-09-06 08:30:00",25,171,"Thu",75.74,8,"Sep","weekday"
"2018-09-06 08:45:00",28,166,"Thu",75.74,8,"Sep","weekday"
"2018-09-06 09:00:00",25,163,"Thu",78.58,9,"Sep","weekday"
"2018-09-06 09:15:00",56,257,"Thu",78.58,9,"Sep","weekday"
"2018-09-06 09:30:00",39,177,"Thu",78.58,9,"Sep","weekday"
"2018-09-06 09:45:00",45,77,"Thu",78.58,9,"Sep","weekday"
"2018-09-06 10:00:00",28,121,"Thu",81.68,10,"Sep","weekday"
"2018-09-06 10:15:00",22,113,"Thu",81.68,10,"Sep","weekday"
"2018-09-06 10:30:00",55,175,"Thu",81.68,10,"Sep","weekday"
"2018-09-06 10:45:00",65,117,"Thu",81.68,10,"Sep","weekday"
"2018-09-06 11:00:00",76,64,"Thu",83.8,11,"Sep","weekday"
"2018-09-06 11:15:00",48,72,"Thu",83.8,11,"Sep","weekday"
"2018-09-06 11:30:00",34,51,"Thu",83.8,11,"Sep","weekday"
"2018-09-06 11:45:00",51,115,"Thu",83.8,11,"Sep","weekday"
"2018-09-06 12:00:00",38,114,"Thu",86.63,12,"Sep","weekday"
"2018-09-06 12:15:00",149,133,"Thu",86.63,12,"Sep","weekday"
"2018-09-06 12:30:00",107,88,"Thu",86.63,12,"Sep","weekday"
"2018-09-06 12:45:00",73,42,"Thu",86.63,12,"Sep","weekday"
"2018-09-06 13:00:00",52,51,"Thu",89.41,13,"Sep","weekday"
"2018-09-06 13:15:00",60,64,"Thu",89.41,13,"Sep","weekday"
"2018-09-06 13:30:00",76,39,"Thu",89.41,13,"Sep","weekday"
"2018-09-06 13:45:00",143,107,"Thu",89.41,13,"Sep","weekday"
"2018-09-06 14:00:00",160,65,"Thu",90.8,14,"Sep","weekday"
"2018-09-06 14:15:00",79,27,"Thu",90.8,14,"Sep","weekday"
"2018-09-06 14:30:00",105,50,"Thu",90.8,14,"Sep","weekday"
"2018-09-06 14:45:00",69,47,"Thu",90.8,14,"Sep","weekday"
"2018-09-06 15:00:00",94,59,"Thu",91.24,15,"Sep","weekday"
